"slug","legal_name","brand_name","primary_category","website","verification_status","reason"
"multi-opt-in-tech-solution","MULTI OPT-IN TECH SOLUTION","LEM-EF","digital-lender","","officially-verified","official-website-and-logo-source-required"
"prime-avis-investment-services","PRIME AVIS INVESTMENT SERVICES LIMITED","LENDA","digital-lender","","officially-verified","official-website-and-logo-source-required"
"lendha-technologies","LENDHA TECHNOLOGIES LIMITED","LENDHA.COM","digital-lender","","officially-verified","official-website-and-logo-source-required"
"econova-technology","ECONOVA TECHNOLOGY LIMITED","LENDIFY","digital-lender","","officially-verified","official-website-and-logo-source-required"
"lender-edge","LENDER EDGE LIMITED","LENDING","digital-lender","","officially-verified","official-website-and-logo-source-required"
"graysville-trading","GRAYSVILLE TRADING LIMITED","LENDMAX","digital-lender","","officially-verified","official-website-and-logo-source-required"
"be-resources","BE RESOURCES LIMITED","LENDME","digital-lender","","officially-verified","official-website-and-logo-source-required"
"supporthob-global","SUPPORTHOB GLOBAL LIMITED","LENDME","digital-lender","","officially-verified","official-website-and-logo-source-required"
"lendocredit-investment","LENDOCREDIT INVESTMENT LIMITED","LENDOCREDIT NANO LENDING","digital-lender","","officially-verified","official-website-and-logo-source-required"
"lendvisery-services","LENDVISERY SERVICES LIMITED","LENDQUICK","digital-lender","","officially-verified","official-website-and-logo-source-required"
"naija-transact","NAIJA TRANSACT LIMITED","LENDSPHERE LOAN","digital-lender","","officially-verified","official-website-and-logo-source-required"
"essential-finance","ESSENTIAL FINANCE LIMITED","LENDSQR WEB","digital-lender","","officially-verified","official-website-and-logo-source-required"
"wiam","WIAM NIGERIA LIMITED","LENDSWAP","digital-lender","","officially-verified","official-website-and-logo-source-required"
"lendu-services","LENDU SERVICES LIMITED","LENDU","digital-lender","","officially-verified","official-website-and-logo-source-required"
"lendela-tech","LENDELA TECH LIMITED","LENDZA","digital-lender","","officially-verified","official-website-and-logo-source-required"
"leseny-insurance-brokers","Leseny Insurance Brokers Ltd","Leseny Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"letshego-microfinance-bank","LETSHEGO MICROFINANCE BANK LIMITED","LETSGO APP UNDER THE DEVELOPER NAME LETSHEGO DIGITAL","digital-lender","","officially-verified","official-website-and-logo-source-required"
"leverage-insurance-brokers-l-t-d","Leverage Insurance Brokers L.t.d","Leverage Insurance Brokers L.t.d","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"lib-insurance-brokers","LIB Insurance Brokers Limited","LIB Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"liberty-and-trust-insurance-brokers","Liberty & Trust Insurance Brokers Ltd","Liberty & Trust Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"liberty-pay","Liberty Pay Limited","Liberty Pay","super-agent","","officially-verified","official-website-and-logo-source-required"
"liberty-assured","LIBERTY ASSURED LIMITED","LIBERTYCRED","digital-lender","","officially-verified","official-website-and-logo-source-required"
"libra-insurance-brokers","Libra Insurance Brokers Ltd","Libra Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"lidya-global","LIDYA GLOBAL LIMITED","LIDYA WEB","digital-lender","","officially-verified","official-website-and-logo-source-required"
"lifeguard-microinsurance","LIFEGUARD MICROINSURANCE LIMITED","LIFEGUARD MICROINSURANCE","insurer","","officially-verified","official-website-and-logo-source-required"
"lifestalia-limited","LIFESTALIA LIMITED)","LIFES TALIA","digital-lender","","officially-verified","official-website-and-logo-source-required"
"vantage-liquidity","VANTAGE LIQUIDITY LIMITED","LIGUIDSPEND","digital-lender","","officially-verified","official-website-and-logo-source-required"
"limpid-insurance-brokers-l-t-d","Limpid Insurance Brokers L.t.d","Limpid Insurance Brokers L.t.d","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"horizon-lending","HORIZON LENDING LIMITED","LINELEND","digital-lender","","officially-verified","official-website-and-logo-source-required"
"linemark-associates","LINEMARK ASSOCIATES LIMITED","LINEMARK ASSOCIATES","remittance-imto","","officially-verified","official-website-and-logo-source-required"
"linkage-assurance","Linkage Assurance Plc","Linkage Assurance","insurer","","officially-verified","official-website-and-logo-source-required"
"linkall-insurance-brokers","Linkall Insurance Brokers Ltd","Linkall Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"eric-vsta","ERIC VSTA LTD","LINKCREDIT","digital-lender","","officially-verified","official-website-and-logo-source-required"
"linking-insurance-brokers","LINKING INSURANCE BROKERS LIMITED","LINKING INSURANCE BROKERS","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"linq-payment-technology","Linq Payment Technology Limited","Linq Payment Technology","payment-solution-service-provider","","officially-verified","official-website-and-logo-source-required"
"grola-tech-credit","GROLA TECH CREDIT LIMITED","LIONCASH","digital-lender","","officially-verified","official-website-and-logo-source-required"
"mystashtechnologies","MYSTASHTECHNOLOGIES LIMITED","LIVEWAECS.MYSTASHAPP.COM","digital-lender","","officially-verified","official-website-and-logo-source-required"
"living-spring-insurance-brokers","Living Spring Insurance Brokers Ltd","Living Spring Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"livingstone-insurance-brokers","Livingstone Insurance Brokers Ltd","Livingstone Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"lizten-insurance-brokers","Lizten Insurance Brokers Limited","Lizten Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"lmc-insurance-brokers","LMC Insurance Brokers Ltd","LMC Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"creditpro-business-support-services","CREDITPRO BUSINESS SUPPORT SERVICES LIMITED","LOAN247 (PAYLIST)","digital-lender","","officially-verified","official-website-and-logo-source-required"
"the-swift-flow-integrated-service","THE SWIFT-FLOW INTEGRATED SERVICE LTD","LOANBEE","digital-lender","","officially-verified","official-website-and-logo-source-required"
"fox-lending","FOX LENDING","LOANMATEAPP","digital-lender","","officially-verified","official-website-and-logo-source-required"
"rubystar-global","RUBYSTAR GLOBAL LIMITED","LOANNAIRA","digital-lender","","officially-verified","official-website-and-logo-source-required"
"prosperity-lending","PROSPERITY LENDING LIMITED","LOANNOW","digital-lender","","officially-verified","official-website-and-logo-source-required"
"redfield-lending","REDFIELD LENDING LIMITED","LOANSPRING","digital-lender","","officially-verified","official-website-and-logo-source-required"
"bridgenext-innovations","BRIDGENEXT INNOVATIONS LIMITED","LOANSTAR","digital-lender","","officially-verified","official-website-and-logo-source-required"
"lomalinda-allianz-insurance-brokers","Lomalinda Allianz Insurance Brokers Limited","Lomalinda Allianz Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"easycheck-finance-investment","EASYCHECK FINANCE INVESTMENT LIMITED","LUCKYLOAN","digital-lender","","officially-verified","official-website-and-logo-source-required"
"lucred-technology","LUCRED TECHNOLOGY LIMITED","LUCRED","digital-lender","","officially-verified","official-website-and-logo-source-required"
"lukeport","Lukeport Nigeria Limited","Lukeport","super-agent","","officially-verified","official-website-and-logo-source-required"
"m-kopa-loans","M-KOPA LOANS NIGERIA LIMITED","M-KOPA","digital-lender","","officially-verified","official-website-and-logo-source-required"
"m-and-m-insurance-brokers-l-t-d","M&M Insurance Brokers L.t.d","M&M Insurance Brokers L.t.d","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"magnacap","Magnacap Ltd","Magnacap","digital-broker","","officially-verified","official-website-and-logo-source-required"
"magnetic-insurance-brokers","Magnetic Insurance Brokers Ltd","Magnetic Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"magnum-trust-insurance-brokers","Magnum Trust Insurance Brokers Ltd","Magnum Trust Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"mainstream-global-insurance-brokers","Mainstream Global Insurance Brokers Ltd","Mainstream Global Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"mainway-insurance-brokers-l-t-d","Mainway Insurance Brokers L.t.d","Mainway Insurance Brokers L.t.d","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"man-mountain-and-company","Man Mountain & Company Ltd","Man Mountain & Company","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"manhill-global-insurance-brokers","Manhill Global Insurance Brokers Ltd","Manhill Global Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"manny-insurance-brokers-l-t-d","Manny Insurance Brokers L.t.d","Manny Insurance Brokers L.t.d","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"mansu-direct","MANSU DIRECT LIMITED","MANSU DIRECT","remittance-imto","","officially-verified","official-website-and-logo-source-required"
"marsh-fjc-international-insurance-brokers","Marsh FJC International Insurance Brokers Ltd","Marsh FJC International Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"mascot-insurance-brokers-l-t-d","Mascot Insurance Brokers L.t.d","Mascot Insurance Brokers L.t.d","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"mastercard-international","Mastercard International","Mastercard International","card-scheme","","officially-verified","official-website-and-logo-source-required"
"masum-insurance-brokers","Masum Insurance Brokers Ltd","Masum Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"maxicover-insurance-brokers","Maxicover Insurance Brokers Ltd","Maxicover Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"mayas-insurance-brokers-l-t-d","Mayas Insurance Brokers L.t.d","Mayas Insurance Brokers L.t.d","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"mayfair-insurance-brokers","Mayfair Insurance Brokers Ltd","Mayfair Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"mbc-insurance-brokers-l-t-d","MBC Insurance Brokers L.t.d","MBC Insurance Brokers L.t.d","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"mc-alfa-global-insurance-brokers","MC Alfa Global Insurance Brokers Ltd","MC Alfa Global Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"mccullumn-insurance-brokers","McCullumn Insurance Brokers Ltd","McCullumn Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"mco-penny","MCO PENNY LIMITED","MCO PENNY","digital-lender","","officially-verified","official-website-and-logo-source-required"
"mcsond-insurancem-brokers","Mcsond Insurancem Brokers Ltd","Mcsond Insurancem Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"me-interchange","ME INTERCHANGE NIGERIA LIMITED","ME INTERCHANGE","remittance-imto","","officially-verified","official-website-and-logo-source-required"
"median-insurance-brokers","Median Insurance Brokers Limited","Median Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"nowlendi-solutions","NOWLENDI SOLUTIONS LIMITED","MEGA NAIRA","digital-lender","","officially-verified","official-website-and-logo-source-required"
"mega-trust-insurance-brokers","Mega Trust Insurance Brokers Ltd","Mega Trust Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"mega-wealth-insurance-brokers-l-t-d","Mega Wealth Insurance Brokers L.t.d","Mega Wealth Insurance Brokers L.t.d","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"megalink-insurance-brokers","Megalink Insurance Brokers Ltd","Megalink Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"menacred-company","MENACRED COMPANY LIMITED","MENACRED","digital-lender","","officially-verified","official-website-and-logo-source-required"
"meno-finance","MENO FINANCE LIMITED","MENOFUND","digital-lender","","officially-verified","official-website-and-logo-source-required"
"merchanthall-insurance-brokers","Merchanthall Insurance Brokers Ltd","Merchanthall Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"meti-insurance-brokers-l-t-d","Meti Insurance Brokers L.t.d","Meti Insurance Brokers L.t.d","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"metric-insurance-brokers","METRIC INSURANCE BROKERS LTD","METRIC INSURANCE BROKERS","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"metro-peril-insurance-brokers","Metro Peril Insurance Brokers Ltd","Metro Peril Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"metro-risk-insurance-brokers","Metro Risk Insurance Brokers Ltd","Metro Risk Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"metroslip-global-insurance-brokers","Metroslip Global Insurance Brokers Ltd","Metroslip Global Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"eastdigital-finance-technologies","EASTDIGITAL FINANCE TECHNOLOGIES LIMITED","MG LOAN","digital-lender","","officially-verified","official-website-and-logo-source-required"
"kudo-trust","KUDO TRUST LIMITED","MICREDIT","digital-lender","","officially-verified","official-website-and-logo-source-required"
"micro-cash-nig","MICRO-CASH NIG. LIMITED","MICROMONEY","digital-lender","","officially-verified","official-website-and-logo-source-required"
"microsystems-investment-and-development","Microsystems Investment And Development Limited","Microsystems Investment And Development","super-agent","","officially-verified","official-website-and-logo-source-required"
"midfield-insurance-brokers","Midfield Insurance Brokers Ltd","Midfield Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"midland-resources-insurance-brokers","Midland Resources Insurance Brokers Ltd","Midland Resources Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"midlinks-insurance-brokers","Midlinks Insurance Brokers Ltd","Midlinks Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"mikky-trust-insurance-brokers","Mikky Trust Insurance Brokers Ltd","Mikky Trust Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"millbank-insurance-brokers","Millbank Insurance Brokers Ltd","Millbank Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"minet","Minet Nigeria Limited","Minet","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"minioma-investment","MINIOMA INVESTMENT LIMITED","MINIOMA","digital-lender","","officially-verified","official-website-and-logo-source-required"
"phoenix-payment-solution","PHOENIX PAYMENT SOLUTION LIMITED","MINTBAG","digital-lender","","officially-verified","official-website-and-logo-source-required"
"mip-insurance-brokers","MIP Insurance Brokers Ltd","MIP Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"mission-insurance-brokers-l-t-d","Mission Insurance Brokers L.t.d","Mission Insurance Brokers L.t.d","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"mkudi","Mkudi Limited","Mkudi","mobile-money-operator","","officially-verified","official-website-and-logo-source-required"
"modern-standard-insurance-brokers","Modern Standard Insurance Brokers Ltd","Modern Standard Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"moment-nigeria-pay2","Moment Nigeria Pay2 Ltd","Moment Nigeria Pay2","payment-solution-service-provider","","officially-verified","official-website-and-logo-source-required"
"mona-finance","MONA FINANCE LTD","MONA","digital-lender","","officially-verified","official-website-and-logo-source-required"
"citygate-global-investment","CITYGATE GLOBAL INVESTMENT LIMITED","MONEE","digital-lender","","officially-verified","official-website-and-logo-source-required"
"moneta-technology","Moneta Technology Limited","Moneta Technology","payment-solution-service-provider","","officially-verified","official-website-and-logo-source-required"
"mim-finance-company","MIM FINANCE COMPANY","MONEY IN MINUTES","digital-lender","","officially-verified","official-website-and-logo-source-required"
"ripley","RIPLEY NIGERIA LIMITED","MONEY TAP","digital-lender","","officially-verified","official-website-and-logo-source-required"
"moneymaster","Moneymaster Limited","Moneymaster","super-agent","","officially-verified","official-website-and-logo-source-required"
"moneymaster-payment-service-bank","MoneyMaster Payment Service Bank Limited","MoneyMaster Payment Service Bank","payment-service-bank","","officially-verified","official-website-and-logo-source-required"
"orcom-and-orcom-business-support","ORCOM AND ORCOM BUSINESS SUPPORT LIMITED","MONEYSPACE","digital-lender","","officially-verified","official-website-and-logo-source-required"
"newgry","NEWGRY LIMITED","MONEYTREE","digital-lender","","officially-verified","official-website-and-logo-source-required"
"glitchguard","GLITCHGUARD LTD","MONEYXPRESS","digital-lender","","officially-verified","official-website-and-logo-source-required"
"nigeria-lbev","NIGERIA LBEV LIMITED","MONI TAP","digital-lender","","officially-verified","official-website-and-logo-source-required"
"rank-capital","RANK CAPITAL LIMITED","MONI/MONI AFRICA","digital-lender","","officially-verified","official-website-and-logo-source-required"
"bcbl-fintech","BCBL FINTECH LIMITED","MONIEMIZE","digital-lender","","officially-verified","official-website-and-logo-source-required"
"catalyst-care","CATALYST CARE LTD","MONIESURE","digital-lender","","officially-verified","official-website-and-logo-source-required"
"credpay-fintech","CREDPAY FINTECH LIMITED","MONILOAN","digital-lender","","officially-verified","official-website-and-logo-source-required"
"montra-technology-solutions","Montra Technology Solutions Limited","Montra Technology Solutions","super-agent","","officially-verified","official-website-and-logo-source-required"
"motak-insurance-brokers","Motak Insurance Brokers Ltd","Motak Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"mothersworth-insurance-brokers","Mothersworth Insurance Brokers Ltd","Mothersworth Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"msia-oculus-technologies","Msia Oculus Technologies Limited","Msia Oculus Technologies","payment-solution-service-provider","","officially-verified","official-website-and-logo-source-required"
"mulligan-finance","MULLIGAN FINANCE LIMITED","MULLIGAN FINANCE LIMITED","digital-lender","","officially-verified","official-website-and-logo-source-required"
"multi-trade-insurance-brokers","Multi Trade Insurance Brokers Ltd","Multi Trade Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"multigate-payment","Multigate Payment Limited","Multigate Payment","payment-solution-service-provider","","officially-verified","official-website-and-logo-source-required"
"multilateral-insurance-brokers","Multilateral Insurance Brokers Ltd","Multilateral Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"multiple-bond-trust-insurance-brokers","Multiple Bond Trust Insurance Brokers","Multiple Bond Trust Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"mustard-insurance-brokers","Mustard Insurance Brokers Ltd","Mustard Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"mutual-alliance-insurance-brokers","Mutual Alliance Insurance Brokers Ltd","Mutual Alliance Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"mutual-equity-insurance-brokers","Mutual Equity Insurance Brokers Ltd","Mutual Equity Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"fast-point-integrated","FAST POINT INTEGRATED LIMITED","MYCASHIER MOBILE","digital-lender","","officially-verified","official-website-and-logo-source-required"
"myhives-development-foundation-ltd-gte","MYHIVES DEVELOPMENT FOUNDATION LTD/GTE","MYHIVES","digital-lender","","officially-verified","official-website-and-logo-source-required"
"zennal-international","ZENNAL INTERNATIONAL LIMITED","MYZENNAL.COM","digital-lender","","officially-verified","official-website-and-logo-source-required"
"fastcredit","FASTCREDIT LIMITED","N/A","digital-lender","","officially-verified","official-website-and-logo-source-required"
"greenbond-finance-company","GREENBOND FINANCE COMPANY LIMITED","N/A","digital-lender","","officially-verified","official-website-and-logo-source-required"
"baines-microfinance-bank","BAINES MICROFINANCE BANK LIMITED","N/A","digital-lender","","officially-verified","official-website-and-logo-source-required"
"cashbridge-digital","CASHBRIDGE DIGITAL LIMITED","N/A","digital-lender","","officially-verified","official-website-and-logo-source-required"
"nahood-insurance-brokers","Nahood Insurance Brokers Ltd","Nahood Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"naicom-broker","NAICOM Broker","NAICOM Broker","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"evandale-lending","EVANDALE LENDING LIMITED","NAIJACRED","digital-lender","","officially-verified","official-website-and-logo-source-required"
"lumora-edge","LUMORA EDGE LTD","NAIJAKASH","digital-lender","","officially-verified","official-website-and-logo-source-required"
"greatcosmos-ng","GREATCOSMOS NG LTD","NAIJALEND","digital-lender","","officially-verified","official-website-and-logo-source-required"
"kredikopa-ng","KREDIKOPA NG LTD","NAIJAQLOAN","digital-lender","","officially-verified","official-website-and-logo-source-required"
"naingate-insurance-brokers","Naingate Insurance Brokers Ltd","Naingate Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"electronic-fox","ELECTRONIC FOX LIMITED","NAIRA CUP","digital-lender","","officially-verified","official-website-and-logo-source-required"
"naira-gram-llc-ngn-gram","NAIRA GRAM LLC/ NGN GRAM LIMITED","NAIRA GRAM LLC/ NGN GRAM","remittance-imto","","officially-verified","official-website-and-logo-source-required"
"kiredi-rock-company","KIREDI ROCK COMPANY LTD","NAIRABOX","digital-lender","","officially-verified","official-website-and-logo-source-required"
"nairacheque-insurance-brokers","Nairacheque Insurance Brokers Ltd","Nairacheque Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"muska-tech","MUSKA TECH LIMITED","NAIRAGO","digital-lender","","officially-verified","official-website-and-logo-source-required"
"nairaflow-finance","NAIRAFLOW FINANCE LIMITED","NAIRAKASH","digital-lender","","officially-verified","official-website-and-logo-source-required"
"trustrock-fintech-nig","TRUSTROCK FINTECH NIG LTD","NAIRAMAX","digital-lender","","officially-verified","official-website-and-logo-source-required"
"qihu-fintech","QIHU FINTECH LIMITED","NAIRAMAX","digital-lender","","officially-verified","official-website-and-logo-source-required"
"waxdale-lending","WAXDALE LENDING LIMITED","NAIRAPOCKET","digital-lender","","officially-verified","official-website-and-logo-source-required"
"corelith-tech","CORELITH TECH LIMITED","NAIRARUSH","digital-lender","","officially-verified","official-website-and-logo-source-required"
"denvon-lending","DENVON LENDING LTD","NAIRAZOOM","digital-lender","","officially-verified","official-website-and-logo-source-required"
"nasco-nigeria-insurance-brokers","Nasco Nigeria Insurance Brokers Ltd","Nasco Nigeria Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"nasd-otc-securities-exchange","NASD OTC Securities Exchange","NASD OTC Securities Exchange","fintech","","officially-verified","official-website-and-logo-source-required"
"nash-technology","NASH TECHNOLOGY LIMITED","NASH TECHNOLOGY","remittance-imto","","officially-verified","official-website-and-logo-source-required"
"nassif-insurance-brokers","Nassif Insurance Brokers Ltd","Nassif Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"nassure-microinsurance","NASSURE MICROINSURANCE LIMITED","NASSURE MICROINSURANCE","insurer","","officially-verified","official-website-and-logo-source-required"
"nathaniels-insurance-brokers","Nathaniels Insurance Brokers Ltd","Nathaniels Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"finnew-fintech","FINNEW FINTECH LIMITED","NCREDIT","digital-lender","","officially-verified","official-website-and-logo-source-required"
"new-extension-allround-trust","NEW EXTENSION ALLROUND TRUST LIMITED","NEAT LOAN","digital-lender","","officially-verified","official-website-and-logo-source-required"
"shepherd-trust-microfinance-bank","SHEPHERD TRUST MICROFINANCE BANK","NEO CASH","digital-lender","","officially-verified","official-website-and-logo-source-required"
"neta-insurance-brokers-l-t-d","Neta Insurance Brokers L.t.d","Neta Insurance Brokers L.t.d","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"netapps-technologies","Netapps Technologies Limited","Netapps Technologies","payment-solution-service-provider","","officially-verified","official-website-and-logo-source-required"
"netop-business-systems","Netop Business Systems Limited","Netop Business Systems","payment-terminal-service-provider","","officially-verified","official-website-and-logo-source-required"
"netplusdotcom","Netplusdotcom Nigeria Limited","Netplusdotcom","payment-terminal-service-provider","","officially-verified","official-website-and-logo-source-required"
"network-insurance-brokers","Network Insurance Brokers Ltd","Network Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"network-international","Network International","Network International","switching-processing","","officially-verified","official-website-and-logo-source-required"
"new-alliance-insurance-brokers-l-t-d","New Alliance Insurance Brokers L.t.d","New Alliance Insurance Brokers L.t.d","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"new-dawn-microinsurance","NEW DAWN MICROINSURANCE LIMITED","NEW DAWN MICROINSURANCE","insurer","","officially-verified","official-website-and-logo-source-required"
"new-season-insurance-brokers-l-t-d","New Season Insurance Brokers L.t.d","New Season Insurance Brokers L.t.d","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"neo-link-technology-company","NEO-LINK TECHNOLOGY COMPANY LIMITED","NEWLENDING","digital-lender","","officially-verified","official-website-and-logo-source-required"
"newtide-insurance-brokers","Newtide Insurance Brokers ltd","Newtide Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"nextpayday-limit","NEXTPAYDAY LIMIT","NEXTPAYDAY","digital-lender","","officially-verified","official-website-and-logo-source-required"
"minicloud-solution","MINICLOUD SOLUTION LIMITED","NICEKASH","digital-lender","","officially-verified","official-website-and-logo-source-required"
"nicon-insurance","NICON Insurance Plc","NICON Insurance","insurer","","officially-verified","official-website-and-logo-source-required"
"nigeria-export-import-bank","Nigeria Export-Import Bank","Nigeria Export-Import Bank","development-finance-institution","","officially-verified","official-website-and-logo-source-required"
"nigeria-inter-bank-settlement-system","Nigeria Inter-Bank Settlement System PLC","Nigeria Inter-Bank Settlement System","clearing-house","","officially-verified","official-website-and-logo-source-required"
"nigeria-reinsurance-corporation","Nigeria Reinsurance Corporation","Nigeria Reinsurance Corporation","reinsurer","","officially-verified","official-website-and-logo-source-required"
"nigerian-agricultural-insurance-corporation","Nigerian Agricultural Insurance Corporation","Nigerian Agricultural Insurance Corporation","insurer","","officially-verified","official-website-and-logo-source-required"
"nigerian-life-and-provident-company","Nigerian Life And Provident Company Ltd","Nigerian Life And Provident Company","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"nigerian-postal-service-nipost","Nigerian Postal Service (NIPOST)","Nigerian Postal Service (NIPOST)","super-agent","","officially-verified","official-website-and-logo-source-required"
"nigerian-university-pension-management-company-nupemco","Nigerian University Pension Management Company (NUPEMCO)","Nigerian University Pension Management Company (NUPEMCO)","pension-fund-administrator","","officially-verified","official-website-and-logo-source-required"
"nikdel-capital","NIKDEL CAPITAL LIMITED","NIKDEL FAST CASH","digital-lender","","officially-verified","official-website-and-logo-source-required"
"andes-network-spa","ANDES NETWORK SPA LIMITED","NINIMONEY-FAST CASH LOAN","digital-lender","","officially-verified","official-website-and-logo-source-required"
"nino-kay-insurance-brokers","Nino-Kay Insurance Brokers Ltd","Nino-Kay Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"nlpc-pension-fund-administrators","NLPC Pension Fund Administrators Limited","NLPC Pension Fund Administrators","pension-fund-administrator","","officially-verified","official-website-and-logo-source-required"
"nobel-and-lesley-insurance-brokers","Nobel & Lesley Insurance Brokers Ltd","Nobel & Lesley Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"noble-insurance-brokers","Noble Insurance Brokers","Noble Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"nodens","NODENS NIGERIA LTD","NODCREDIT","digital-lender","","officially-verified","official-website-and-logo-source-required"
"rosaquilla-multi-tech","ROSAQUILLA MULTI-TECH LIMITED","NOK","digital-lender","","officially-verified","official-website-and-logo-source-required"
"nolt-finance-company","NOLT FINANCE COMPANY LIMITED","NOLT","digital-lender","","officially-verified","official-website-and-logo-source-required"
"nomba-financial-services","Nomba Financial Services Limited","Nomba Financial Services","super-agent","","officially-verified","official-website-and-logo-source-required"
"nonsuch-insurance-brokers","Nonsuch Insurance Brokers Ltd","Nonsuch Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"norrenberger-pensions","Norrenberger Pensions Limited","Norrenberger Pensions","pension-fund-administrator","","officially-verified","official-website-and-logo-source-required"
"north-link-insurance-brokers","North Link Insurance Brokers Plc","North Link Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"nouveau-mobile","NOUVEAU MOBILE LIMITED","NOUVEAU MOBILE","remittance-imto","","officially-verified","official-website-and-logo-source-required"
"novac-payment-solutions","Novac Payment Solutions Limited","Novac Payment Solutions","payment-solution-service-provider","","officially-verified","official-website-and-logo-source-required"
