"slug","legal_name","brand_name","aliases","primary_category","categories","country_code","nigeria_presence","regulators","licence_types","regulatory_status","verification_status","website","source_urls","source_types","source_retrieved_at","logo_slug","added_at","updated_at"
"paycluster-technology","Paycluster Technology Limited","Paycluster Technology","Paycluster Technology Limited","super-agent","super-agent","NG","nigerian-company","CBN","Super-agent","active","officially-verified","","https://www.cbn.gov.ng/PaymentsSystem/PSPs.html","regulator","2026-07-13","","2026-07-13","2026-07-13"
"paycredit","PAYCREDIT LIMITED","PAYCREDIT","PAYCREDIT|PAYCREDIT LIMITED","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"paydayhub-online","PAYDAYHUB ONLINE NIGERIA LIMITED","PAYDAY LOAN","PAYDAY LOAN|PAYDAYHUB ONLINE NIGERIA LIMITED","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"payfinancials-technology-services","PAYFINANCIALS TECHNOLOGY SERVICES LIMITED","PAYFI","PAYFI|PAYFINANCIALS TECHNOLOGY SERVICES LIMITED","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"payfixy","Payfixy Nigeria Limited","Payfixy","Innovate 1 Pay Limited|Payfixy Nigeria Limited","payment-solution-service-provider","payment-solution-service-provider","NG","nigerian-company","CBN","PSSP","active","officially-verified","","https://www.cbn.gov.ng/PaymentsSystem/PSPs.html","regulator","2026-07-13","","2026-07-13","2026-07-13"
"paygo","Paygo Limited","Paygo","Paygo Limited","super-agent","super-agent","NG","nigerian-company","CBN","Super-agent","active","officially-verified","","https://www.cbn.gov.ng/PaymentsSystem/PSPs.html","regulator","2026-07-13","","2026-07-13","2026-07-13"
"payhippo","PAYHIPPO LTD","PAYHIPPO","PAYHIPPO|PAYHIPPO LTD","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"payinvert","Payinvert Limited","Payinvert","Payinvert Limited","payment-solution-service-provider","payment-solution-service-provider","NG","nigerian-company","CBN","PSSP","active","officially-verified","","https://www.cbn.gov.ng/PaymentsSystem/PSPs.html","regulator","2026-07-13","","2026-07-13","2026-07-13"
"paylater-hub","PAYLATER HUB LIMITED","PAYLATER","PAYLATER|PAYLATER HUB LIMITED","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"paylode-services","Paylode Services Limited","Paylode Services","Paylode Services Limited","payment-solution-service-provider","payment-solution-service-provider","NG","nigerian-company","CBN","PSSP","active","officially-verified","","https://www.cbn.gov.ng/PaymentsSystem/PSPs.html","regulator","2026-07-13","","2026-07-13","2026-07-13"
"payment-access-system","Payment Access System Limited","Payment Access System","Payment Access System Limited","payment-solution-service-provider","payment-solution-service-provider","NG","nigerian-company","CBN","PSSP","active","officially-verified","","https://www.cbn.gov.ng/PaymentsSystem/PSPs.html","regulator","2026-07-13","","2026-07-13","2026-07-13"
"payment-island-services","Payment Island Services Limited","Payment Island Services","Payment Island Services Limited","payment-solution-service-provider","payment-solution-service-provider","NG","nigerian-company","CBN","PSSP","active","officially-verified","","https://www.cbn.gov.ng/PaymentsSystem/PSPs.html","regulator","2026-07-13","","2026-07-13","2026-07-13"
"paymi-solutions","Paymi Solutions Limited","Paymi Solutions","Paymi Solutions Limited","super-agent","payment-solution-service-provider|payment-terminal-service-provider|super-agent","NG","nigerian-company","CBN","PSSP|PTSP|Super-agent","active","officially-verified","","https://www.cbn.gov.ng/PaymentsSystem/PSPs.html","regulator","2026-07-13","","2026-07-13","2026-07-13"
"paymishtech","Paymishtech Limited","Paymishtech","Paymishtech Limited","payment-solution-service-provider","payment-solution-service-provider","NG","nigerian-company","CBN","PSSP","active","officially-verified","","https://www.cbn.gov.ng/PaymentsSystem/PSPs.html","regulator","2026-07-13","","2026-07-13","2026-07-13"
"nexora-telecoms-services","NEXORA TELECOMS SERVICES LIMITED","PAYPROMPT","NEXORA TELECOMS SERVICES LIMITED|PAYPROMPT|QUICKFUND","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"paysharp","Paysharp Limited","Paysharp","Paysharp Limited","payment-solution-service-provider","payment-solution-service-provider","NG","nigerian-company","CBN","PSSP","active","officially-verified","","https://www.cbn.gov.ng/PaymentsSystem/PSPs.html","regulator","2026-07-13","","2026-07-13","2026-07-13"
"paystack-payment","Paystack Payment Limited","Paystack Payment","Paystack Payment Limited","switching-processing","switching-processing","NG","nigerian-company","CBN","Switching and processing","active","officially-verified","","https://www.cbn.gov.ng/PaymentsSystem/PSPs.html","regulator","2026-07-13","","2026-07-13","2026-07-13"
"paysure-technologies","Paysure Technologies Limited","Paysure Technologies","Paysure Technologies Limited","payment-solution-service-provider","payment-solution-service-provider","NG","nigerian-company","CBN","PSSP","active","officially-verified","","https://www.cbn.gov.ng/PaymentsSystem/PSPs.html","regulator","2026-07-13","","2026-07-13","2026-07-13"
"payu-payments","Payu Payments Nigeria Limited","Payu Payments","Payu Payments Nigeria Limited","payment-solution-service-provider","payment-solution-service-provider","NG","nigerian-company","CBN","PSSP","active","officially-verified","","https://www.cbn.gov.ng/PaymentsSystem/PSPs.html","regulator","2026-07-13","","2026-07-13","2026-07-13"
"peak-insurance-brokers","Peak Insurance Brokers Ltd","Peak Insurance Brokers","Peak Insurance Brokers Ltd|RBC-154","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"hillside-lending","HILLSIDE LENDING LIMITED","PEAKASH","APEXNAIRA|CLIMBKASH|HILLSIDE LENDING LIMITED|PEAKASH","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"peakthrust-insurance-brokers-l-t-d","Peakthrust Insurance Brokers L.t.d","Peakthrust Insurance Brokers L.t.d","RBC-432","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"pebble-financial-technologies","PEBBLE FINANCIAL TECHNOLOGIES LIMITED","PEBBLECRED","PEBBLE FINANCIAL TECHNOLOGIES LIMITED|PEBBLECRED","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"peculiar-treasures-insurance-brokers","Peculiar Treasures Insurance Brokers Ltd","Peculiar Treasures Insurance Brokers","Peculiar Treasures Insurance Brokers Ltd|RBC-1038","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"pecuniary-and-trust-insurance-brokers-l-t-d","Pecuniary & Trust Insurance Brokers L.t.d","Pecuniary & Trust Insurance Brokers L.t.d","RBC-65","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"penaid","PENAID LIMITED","PENAID.NG","PENAID LIMITED|PENAID.NG","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"penguin-insurance-brokers-l-t-d","Penguin Insurance Brokers L.t.d","Penguin Insurance Brokers L.t.d","RBC-234","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"pennee-technologies","PENNEE TECHNOLOGIES LTD","PENNEE","PENNEE|PENNEE TECHNOLOGIES LTD","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"pennytree-business","Pennytree Business Ltd","Pennytree Business","Pennytree Business Ltd","crowdfunding-platform","crowdfunding-platform","NG","nigerian-company","SEC Nigeria","Crowdfunding","active","officially-verified","","https://sec.gov.ng/fintech-and-innovation-hub-finport/registered-fintech-operators/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"perfect-trust-insurance-brokers-l-t-d","Perfect Trust Insurance Brokers L.t.d","Perfect Trust Insurance Brokers L.t.d","RBC-397","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"peril-guard-insurance-brokers-l-t-d","Peril Guard Insurance Brokers L.t.d","Peril Guard Insurance Brokers L.t.d","RBC-583","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"pethahiah-rehoboth-international","Pethahiah Rehoboth International Limited","Pethahiah Rehoboth International","Pethahiah Rehoboth International Limited","payment-solution-service-provider","payment-solution-service-provider","NG","nigerian-company","CBN","PSSP","active","officially-verified","","https://www.cbn.gov.ng/PaymentsSystem/PSPs.html","regulator","2026-07-13","","2026-07-13","2026-07-13"
"linth-integrated-services","LINTH INTEGRATED SERVICES LTD","PHASTMONEY","LINTH INTEGRATED SERVICES LTD|PHASTMONEY","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"phindol-insurance-brokers","Phindol Insurance Brokers Limited","Phindol Insurance Brokers","Phindol Insurance Brokers Limited|RBC-1213","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"pierre-insurance-brokers","Pierre Insurance Brokers Ltd","Pierre Insurance Brokers","Pierre Insurance Brokers Ltd|RBC-565","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"piggyvest","Piggytech Global Limited","PiggyVest","Piggybank.ng|PiggyTech Global Limited","finance-app","finance-app|fintech","NG","nigerian-company","","","status-unknown","market-verified","https://www.piggyvest.com/","https://www.piggyvest.com/terms","official-website","2026-07-14","piggyvest","2026-07-14","2026-07-14"
"pilla-technology-resource","PILLA TECHNOLOGY RESOURCE LTD","PILLA","PILLA|PILLA TECHNOLOGY RESOURCE LTD","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"ping-express","PING EXPRESS","PING EXPRESS","FIEM GROUP LLC DBA","remittance-imto","remittance-imto","NG","nigerian-company","CBN","International money transfer operator","active","officially-verified","","https://www.cbn.gov.ng/PaymentsSystem/InternationalMoneyTransferOperators.html","regulator","2026-07-13","","2026-07-13","2026-07-13"
"pinnacle-insurance-brokers-l-t-d","Pinnacle Insurance Brokers L.t.d","Pinnacle Insurance Brokers L.t.d","RBC-172","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"pitch-capital","PITCH CAPITAL LIMITED","PITCH CREDIT","PAYPOINT|PITCH CAPITAL LIMITED|PITCH CREDIT","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"pivo-technology","PIVO TECHNOLOGY LIMITED","PIVO","PIVO|PIVO TECHNOLOGY LIMITED","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"pixelplay-systems","Pixelplay Systems Limited","Pixelplay Systems","Pixelplay Systems Limited","payment-solution-service-provider","payment-solution-service-provider","NG","nigerian-company","CBN","PSSP","active","officially-verified","","https://www.cbn.gov.ng/PaymentsSystem/PSPs.html","regulator","2026-07-13","","2026-07-13","2026-07-13"
"platform-insurance-brokers-l-t-d","Platform Insurance Brokers L.t.d","Platform Insurance Brokers L.t.d","RBC-471","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"platiel-insurance-brokers","Platiel Insurance Brokers Ltd","Platiel Insurance Brokers","Platiel Insurance Brokers Ltd|RBC-862","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"platinum-insurance-brokers","Platinum Insurance Brokers Ltd","Platinum Insurance Brokers","Platinum Insurance Brokers Ltd|RBC-342","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"platinumgold-insurance-brokers","Platinumgold Insurance Brokers Ltd","Platinumgold Insurance Brokers","Platinumgold Insurance Brokers Ltd|RBC-440","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"platonic-insurance-brokers-l-t-d","Platonic Insurance Brokers L.t.d","Platonic Insurance Brokers L.t.d","RBC-710","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"platoon-insurance-brokers","Platoon Insurance Brokers Ltd","Platoon Insurance Brokers","Platoon Insurance Brokers Ltd|RBC-994","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"fintrade-solutions","FINTRADE SOLUTIONS LIMITED","PLENTYCASH","FINTRADE SOLUTIONS LIMITED|LIFELINE|PLENTYCASH|STEADYKASH","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"plum-insurance-brokers-l-t-d","Plum Insurance Brokers L.t.d","Plum Insurance Brokers L.t.d","RBC-47","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"plural-insurance-brokers","Plural Insurance Brokers Ltd","Plural Insurance Brokers","Plural Insurance Brokers Ltd|RBC-95","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"pmanstreasure-insurance-brokers-l-t-d","PmansTreasure Insurance Brokers L.t.d","PmansTreasure Insurance Brokers L.t.d","RBC-739","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"trust-cen","TRUST CEN. LIMITED","POCASH","POCASH|TRUST CEN. LIMITED","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
